m,TagName,
"2016-11-01 00:00:00","java","15642"
"2016-11-01 00:00:00","javascript","20514"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","php","11939"
"2016-11-01 00:00:00","python","14178"
"2016-11-01 00:00:00","r","3559"
"2016-11-01 00:00:00","ruby","1757"
"2016-11-01 00:00:00","swift","4362"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","c","2795"
"2016-12-01 00:00:00","c#","10683"
"2016-12-01 00:00:00","c++","5223"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","go","496"
"2016-12-01 00:00:00","java","13840"
"2016-12-01 00:00:00","javascript","19798"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","php","11473"
"2016-12-01 00:00:00","python","13045"
"2016-12-01 00:00:00","r","3150"
"2016-12-01 00:00:00","ruby","1626"
"2016-12-01 00:00:00","swift","3927"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2757"
"2017-01-01 00:00:00","c#","11694"
"2017-01-01 00:00:00","c++","5646"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14557"
"2017-01-01 00:00:00","javascript","21391"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","php","12613"
"2017-01-01 00:00:00","python","14269"
"2017-01-01 00:00:00","r","3489"
"2017-01-01 00:00:00","ruby","1821"
"2017-01-01 00:00:00","swift","4337"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2726"
"2017-02-01 00:00:00","c#","11488"
"2017-02-01 00:00:00","c++","5165"
"2017-02-01 00:00:00","delphi","303"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","java","14557"
"2017-02-01 00:00:00","javascript","21180"
"2017-02-01 00:00:00","perl","402"
"2017-02-01 00:00:00","php","12489"
"2017-02-01 00:00:00","python","14766"
"2017-02-01 00:00:00","r","3677"
"2017-02-01 00:00:00","ruby","1626"
"2017-02-01 00:00:00","swift","4055"
"2017-03-01 00:00:00","assembly","373"
"2017-03-01 00:00:00","c","2968"
"2017-03-01 00:00:00","c#","12989"
"2017-03-01 00:00:00","c++","6221"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","651"
"2017-03-01 00:00:00","java","17301"
"2017-03-01 00:00:00","javascript","23697"
"2017-03-01 00:00:00","perl","410"
"2017-03-01 00:00:00","php","14042"
"2017-03-01 00:00:00","python","17115"
"2017-03-01 00:00:00","r","4602"
"2017-03-01 00:00:00","ruby","1789"
"2017-03-01 00:00:00","swift","4611"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","c","2852"
"2017-04-01 00:00:00","c#","11086"
"2017-04-01 00:00:00","c++","5875"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","java","15919"
"2017-04-01 00:00:00","javascript","21227"
"2017-04-01 00:00:00","perl","370"
"2017-04-01 00:00:00","php","12403"
"2017-04-01 00:00:00","python","15639"
"2017-04-01 00:00:00","r","4265"
"2017-04-01 00:00:00","ruby","1488"
"2017-04-01 00:00:00","swift","3912"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2741"
"2017-05-01 00:00:00","c#","11974"
"2017-05-01 00:00:00","c++","5298"
"2017-05-01 00:00:00","delphi","320"
"2017-05-01 00:00:00","go","584"
"2017-05-01 00:00:00","java","16332"
"2017-05-01 00:00:00","javascript","22381"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","php","13024"
"2017-05-01 00:00:00","python","16179"
"2017-05-01 00:00:00","r","4316"
"2017-05-01 00:00:00","ruby","1519"
"2017-05-01 00:00:00","swift","4091"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c","2352"
"2017-06-01 00:00:00","c#","11300"
"2017-06-01 00:00:00","c++","4684"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14622"
"2017-06-01 00:00:00","javascript","21564"
"2017-06-01 00:00:00","perl","313"
"2017-06-01 00:00:00","php","11736"
"2017-06-01 00:00:00","python","16015"
"2017-06-01 00:00:00","r","4447"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","swift","4196"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","c","2048"
"2017-07-01 00:00:00","c#","11201"
"2017-07-01 00:00:00","c++","5021"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","go","656"
"2017-07-01 00:00:00","java","14132"
"2017-07-01 00:00:00","javascript","21604"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","php","11765"
"2017-07-01 00:00:00","python","16909"
"2017-07-01 00:00:00","r","4579"
"2017-07-01 00:00:00","ruby","1520"
"2017-07-01 00:00:00","swift","4345"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c","2042"
"2017-08-01 00:00:00","c#","10951"
"2017-08-01 00:00:00","c++","4786"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","go","608"
"2017-08-01 00:00:00","java","13749"
"2017-08-01 00:00:00","javascript","21337"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","php","11629"
"2017-08-01 00:00:00","python","16457"
"2017-08-01 00:00:00","r","4569"
"2017-08-01 00:00:00","ruby","1392"
"2017-08-01 00:00:00","swift","4178"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2102"
"2017-09-01 00:00:00","c#","9871"
"2017-09-01 00:00:00","c++","4468"
"2017-09-01 00:00:00","delphi","261"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","java","12747"
"2017-09-01 00:00:00","javascript","18986"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","php","10683"
"2017-09-01 00:00:00","python","15447"
"2017-09-01 00:00:00","r","4221"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","swift","3760"
"2017-10-01 00:00:00","assembly","332"
"2017-10-01 00:00:00","c","2780"
"2017-10-01 00:00:00","c#","10233"
"2017-10-01 00:00:00","c++","5216"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","615"
"2017-10-01 00:00:00","java","14003"
"2017-10-01 00:00:00","javascript","19855"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10815"
"2017-10-01 00:00:00","python","16931"
"2017-10-01 00:00:00","r","4541"
"2017-10-01 00:00:00","ruby","1298"
"2017-10-01 00:00:00","swift","3899"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2948"
"2017-11-01 00:00:00","c#","9790"
"2017-11-01 00:00:00","c++","5033"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14171"
"2017-11-01 00:00:00","javascript","19403"
"2017-11-01 00:00:00","perl","264"
"2017-11-01 00:00:00","php","10585"
"2017-11-01 00:00:00","python","16962"
"2017-11-01 00:00:00","r","4507"
"2017-11-01 00:00:00","ruby","1173"
"2017-11-01 00:00:00","swift","3666"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2195"
"2017-12-01 00:00:00","c#","8605"
"2017-12-01 00:00:00","c++","4457"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","525"
"2017-12-01 00:00:00","java","11972"
"2017-12-01 00:00:00","javascript","16966"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9122"
"2017-12-01 00:00:00","python","14937"
"2017-12-01 00:00:00","r","3715"
"2017-12-01 00:00:00","ruby","1018"
"2017-12-01 00:00:00","swift","3200"
"2018-01-01 00:00:00","assembly","252"
"2018-01-01 00:00:00","c","2215"
"2018-01-01 00:00:00","c#","9373"
"2018-01-01 00:00:00","c++","4753"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","542"
"2018-01-01 00:00:00","java","12334"
"2018-01-01 00:00:00","javascript","18894"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10107"
"2018-01-01 00:00:00","python","16236"
"2018-01-01 00:00:00","r","4198"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3742"
"2018-02-01 00:00:00","assembly","282"
"2018-02-01 00:00:00","c","2143"
"2018-02-01 00:00:00","c#","8579"
"2018-02-01 00:00:00","c++","4568"
"2018-02-01 00:00:00","delphi","213"
"2018-02-01 00:00:00","go","580"
"2018-02-01 00:00:00","java","12024"
"2018-02-01 00:00:00","javascript","17213"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","php","9113"
"2018-02-01 00:00:00","python","16295"
"2018-02-01 00:00:00","r","4501"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","swift","3405"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2466"
"2018-03-01 00:00:00","c#","9791"
"2018-03-01 00:00:00","c++","5182"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13555"
"2018-03-01 00:00:00","javascript","19143"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9819"
"2018-03-01 00:00:00","python","17898"
"2018-03-01 00:00:00","r","5103"
"2018-03-01 00:00:00","ruby","1062"
"2018-03-01 00:00:00","swift","4047"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2185"
"2018-04-01 00:00:00","c#","9233"
"2018-04-01 00:00:00","c++","4665"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","go","619"
"2018-04-01 00:00:00","java","13485"
"2018-04-01 00:00:00","javascript","17953"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8927"
"2018-04-01 00:00:00","python","16972"
"2018-04-01 00:00:00","r","4730"
"2018-04-01 00:00:00","ruby","988"
"2018-04-01 00:00:00","swift","3571"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c","2366"
"2018-05-01 00:00:00","c#","9926"
"2018-05-01 00:00:00","c++","4685"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","631"
"2018-05-01 00:00:00","java","13469"
"2018-05-01 00:00:00","javascript","18059"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9450"
"2018-05-01 00:00:00","python","17563"
"2018-05-01 00:00:00","r","4733"
"2018-05-01 00:00:00","ruby","1034"
"2018-05-01 00:00:00","swift","3617"
"2018-06-01 00:00:00","assembly","206"
"2018-06-01 00:00:00","c","1836"
"2018-06-01 00:00:00","c#","8783"
"2018-06-01 00:00:00","c++","4097"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","675"
"2018-06-01 00:00:00","java","11786"
"2018-06-01 00:00:00","javascript","17170"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","php","8417"
"2018-06-01 00:00:00","python","16801"
"2018-06-01 00:00:00","r","4487"
"2018-06-01 00:00:00","ruby","991"
"2018-06-01 00:00:00","swift","3142"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1600"
"2018-07-01 00:00:00","c#","9401"
"2018-07-01 00:00:00","c++","3913"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","692"
"2018-07-01 00:00:00","java","11750"
"2018-07-01 00:00:00","javascript","17789"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8540"
"2018-07-01 00:00:00","python","17931"
"2018-07-01 00:00:00","r","4405"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","swift","3669"
"2018-08-01 00:00:00","assembly","177"
"2018-08-01 00:00:00","c","1680"
"2018-08-01 00:00:00","c#","9479"
"2018-08-01 00:00:00","c++","3901"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","707"
"2018-08-01 00:00:00","java","11297"
"2018-08-01 00:00:00","javascript","17845"
"2018-08-01 00:00:00","perl","228"
"2018-08-01 00:00:00","php","8466"
"2018-08-01 00:00:00","python","17717"
"2018-08-01 00:00:00","r","4104"
"2018-08-01 00:00:00","ruby","878"
"2018-08-01 00:00:00","swift","3569"
"2018-09-01 00:00:00","assembly","255"
"2018-09-01 00:00:00","c","1837"
"2018-09-01 00:00:00","c#","8358"
"2018-09-01 00:00:00","c++","3739"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","675"
"2018-09-01 00:00:00","java","10714"
"2018-09-01 00:00:00","javascript","15999"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7644"
"2018-09-01 00:00:00","python","15989"
"2018-09-01 00:00:00","r","3758"
"2018-09-01 00:00:00","ruby","777"
"2018-09-01 00:00:00","swift","3139"
"2018-10-01 00:00:00","assembly","321"
"2018-10-01 00:00:00","c","2447"
"2018-10-01 00:00:00","c#","9327"
"2018-10-01 00:00:00","c++","4307"
"2018-10-01 00:00:00","delphi","222"
"2018-10-01 00:00:00","go","791"
"2018-10-01 00:00:00","java","12489"
"2018-10-01 00:00:00","javascript","17399"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","php","8152"
"2018-10-01 00:00:00","python","18129"
"2018-10-01 00:00:00","r","4358"
"2018-10-01 00:00:00","ruby","897"
"2018-10-01 00:00:00","swift","3269"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2521"
"2018-11-01 00:00:00","c#","8469"
"2018-11-01 00:00:00","c++","4342"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","717"
"2018-11-01 00:00:00","java","11696"
"2018-11-01 00:00:00","javascript","16159"
"2018-11-01 00:00:00","perl","237"
"2018-11-01 00:00:00","php","7069"
"2018-11-01 00:00:00","python","17996"
"2018-11-01 00:00:00","r","4230"
"2018-11-01 00:00:00","ruby","834"
"2018-11-01 00:00:00","swift","2976"
"2018-12-01 00:00:00","assembly","221"
"2018-12-01 00:00:00","c","2191"
"2018-12-01 00:00:00","c#","7543"
"2018-12-01 00:00:00","c++","3556"
"2018-12-01 00:00:00","delphi","175"
"2018-12-01 00:00:00","go","657"
"2018-12-01 00:00:00","java","10433"
"2018-12-01 00:00:00","javascript","14258"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","php","6188"
"2018-12-01 00:00:00","python","15716"
"2018-12-01 00:00:00","r","3398"
"2018-12-01 00:00:00","ruby","807"
"2018-12-01 00:00:00","swift","2782"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2281"
"2019-01-01 00:00:00","c#","8742"
"2019-01-01 00:00:00","c++","3905"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","go","659"
"2019-01-01 00:00:00","java","11018"
"2019-01-01 00:00:00","javascript","16004"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","php","7165"
"2019-01-01 00:00:00","python","16929"
"2019-01-01 00:00:00","r","3944"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2907"
"2019-02-01 00:00:00","assembly","226"
"2019-02-01 00:00:00","c","2053"
"2019-02-01 00:00:00","c#","8349"
"2019-02-01 00:00:00","c++","3730"
"2019-02-01 00:00:00","delphi","189"
"2019-02-01 00:00:00","go","628"
"2019-02-01 00:00:00","java","10986"
"2019-02-01 00:00:00","javascript","15673"
"2019-02-01 00:00:00","perl","252"
"2019-02-01 00:00:00","php","7266"
"2019-02-01 00:00:00","python","17507"
"2019-02-01 00:00:00","r","4250"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","swift","2682"
"2019-03-01 00:00:00","assembly","275"
"2019-03-01 00:00:00","c","2380"
"2019-03-01 00:00:00","c#","8952"
"2019-03-01 00:00:00","c++","4422"
"2019-03-01 00:00:00","delphi","186"
"2019-03-01 00:00:00","go","723"
"2019-03-01 00:00:00","java","12032"
"2019-03-01 00:00:00","javascript","17311"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7773"
"2019-03-01 00:00:00","python","19885"
"2019-03-01 00:00:00","r","4493"
"2019-03-01 00:00:00","ruby","843"
"2019-03-01 00:00:00","swift","2948"
"2019-04-01 00:00:00","assembly","305"
"2019-04-01 00:00:00","c","2428"
"2019-04-01 00:00:00","c#","9111"
"2019-04-01 00:00:00","c++","4372"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","650"
"2019-04-01 00:00:00","java","11158"
"2019-04-01 00:00:00","javascript","16151"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","php","7146"
"2019-04-01 00:00:00","python","19808"
"2019-04-01 00:00:00","r","4598"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3074"
"2019-05-01 00:00:00","assembly","237"
"2019-05-01 00:00:00","c","2091"
"2019-05-01 00:00:00","c#","9017"
"2019-05-01 00:00:00","c++","4123"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","673"
"2019-05-01 00:00:00","java","11090"
"2019-05-01 00:00:00","javascript","16127"
"2019-05-01 00:00:00","perl","222"
"2019-05-01 00:00:00","php","6940"
"2019-05-01 00:00:00","python","18880"
"2019-05-01 00:00:00","r","4290"
"2019-05-01 00:00:00","ruby","759"
"2019-05-01 00:00:00","swift","3103"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1724"
"2019-06-01 00:00:00","c#","7599"
"2019-06-01 00:00:00","c++","3639"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","526"
"2019-06-01 00:00:00","java","9625"
"2019-06-01 00:00:00","javascript","14793"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","php","5995"
"2019-06-01 00:00:00","python","17218"
"2019-06-01 00:00:00","r","3946"
"2019-06-01 00:00:00","ruby","703"
"2019-06-01 00:00:00","swift","3086"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1753"
"2019-07-01 00:00:00","c#","8441"
"2019-07-01 00:00:00","c++","4262"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","627"
"2019-07-01 00:00:00","java","10822"
"2019-07-01 00:00:00","javascript","16132"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","php","6651"
"2019-07-01 00:00:00","python","19740"
"2019-07-01 00:00:00","r","4200"
"2019-07-01 00:00:00","ruby","757"
"2019-07-01 00:00:00","swift","3037"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1550"
"2019-08-01 00:00:00","c#","7703"
"2019-08-01 00:00:00","c++","3289"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","630"
"2019-08-01 00:00:00","java","9080"
"2019-08-01 00:00:00","javascript","15202"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5801"
"2019-08-01 00:00:00","python","18026"
"2019-08-01 00:00:00","r","3950"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","swift","2540"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","2004"
"2019-09-01 00:00:00","c#","7837"
"2019-09-01 00:00:00","c++","3778"
"2019-09-01 00:00:00","delphi","146"
"2019-09-01 00:00:00","go","619"
"2019-09-01 00:00:00","java","9663"
"2019-09-01 00:00:00","javascript","14869"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5555"
"2019-09-01 00:00:00","python","16863"
"2019-09-01 00:00:00","r","3936"
"2019-09-01 00:00:00","ruby","718"
"2019-09-01 00:00:00","swift","2552"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2477"
"2019-10-01 00:00:00","c#","8405"
"2019-10-01 00:00:00","c++","4836"
"2019-10-01 00:00:00","delphi","151"
"2019-10-01 00:00:00","go","634"
"2019-10-01 00:00:00","java","11200"
"2019-10-01 00:00:00","javascript","15964"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","php","6043"
"2019-10-01 00:00:00","python","20434"
"2019-10-01 00:00:00","r","4385"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","swift","3097"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2510"
"2019-11-01 00:00:00","c#","8014"
"2019-11-01 00:00:00","c++","4728"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","go","602"
"2019-11-01 00:00:00","java","10314"
"2019-11-01 00:00:00","javascript","15740"
"2019-11-01 00:00:00","perl","222"
"2019-11-01 00:00:00","php","6068"
"2019-11-01 00:00:00","python","20592"
"2019-11-01 00:00:00","r","4287"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2876"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2145"
"2019-12-01 00:00:00","c#","7204"
"2019-12-01 00:00:00","c++","4198"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","go","616"
"2019-12-01 00:00:00","java","9031"
"2019-12-01 00:00:00","javascript","14300"
"2019-12-01 00:00:00","perl","158"
"2019-12-01 00:00:00","php","5226"
"2019-12-01 00:00:00","python","18097"
"2019-12-01 00:00:00","r","3737"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2662"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","c","2051"
"2020-01-01 00:00:00","c#","7800"
"2020-01-01 00:00:00","c++","4230"
"2020-01-01 00:00:00","delphi","164"
"2020-01-01 00:00:00","go","648"
"2020-01-01 00:00:00","java","9953"
"2020-01-01 00:00:00","javascript","16015"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5890"
"2020-01-01 00:00:00","python","19961"
"2020-01-01 00:00:00","r","4146"
"2020-01-01 00:00:00","ruby","764"
"2020-01-01 00:00:00","swift","2896"
"2020-02-01 00:00:00","assembly","272"
"2020-02-01 00:00:00","c","1980"
"2020-02-01 00:00:00","c#","7717"
"2020-02-01 00:00:00","c++","4091"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","663"
"2020-02-01 00:00:00","java","10040"
"2020-02-01 00:00:00","javascript","15726"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","php","5671"
"2020-02-01 00:00:00","python","20039"
"2020-02-01 00:00:00","r","4682"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","swift","2759"
"2020-03-01 00:00:00","assembly","294"
"2020-03-01 00:00:00","c","2488"
"2020-03-01 00:00:00","c#","7787"
"2020-03-01 00:00:00","c++","4642"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","go","653"
"2020-03-01 00:00:00","java","11052"
"2020-03-01 00:00:00","javascript","17565"
"2020-03-01 00:00:00","perl","198"
"2020-03-01 00:00:00","php","5655"
"2020-03-01 00:00:00","python","22681"
"2020-03-01 00:00:00","r","5121"
"2020-03-01 00:00:00","ruby","711"
"2020-03-01 00:00:00","swift","2910"
"2020-04-01 00:00:00","assembly","377"
"2020-04-01 00:00:00","c","3251"
"2020-04-01 00:00:00","c#","8580"
"2020-04-01 00:00:00","c++","6222"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","go","796"
"2020-04-01 00:00:00","java","12617"
"2020-04-01 00:00:00","javascript","20896"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6629"
"2020-04-01 00:00:00","python","27621"
"2020-04-01 00:00:00","r","6172"
"2020-04-01 00:00:00","ruby","768"
"2020-04-01 00:00:00","swift","3452"
"2020-05-01 00:00:00","assembly","358"
"2020-05-01 00:00:00","c","3373"
"2020-05-01 00:00:00","c#","8594"
"2020-05-01 00:00:00","c++","6414"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","752"
"2020-05-01 00:00:00","java","12015"
"2020-05-01 00:00:00","javascript","21470"
"2020-05-01 00:00:00","perl","214"
"2020-05-01 00:00:00","php","6522"
"2020-05-01 00:00:00","python","29447"
"2020-05-01 00:00:00","r","6012"
"2020-05-01 00:00:00","ruby","696"
"2020-05-01 00:00:00","swift","3520"
"2020-06-01 00:00:00","assembly","328"
"2020-06-01 00:00:00","c","2594"
"2020-06-01 00:00:00","c#","7896"
"2020-06-01 00:00:00","c++","5629"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","707"
"2020-06-01 00:00:00","java","10829"
"2020-06-01 00:00:00","javascript","19814"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5928"
"2020-06-01 00:00:00","python","27108"
"2020-06-01 00:00:00","r","5434"
"2020-06-01 00:00:00","ruby","614"
"2020-06-01 00:00:00","swift","3162"
"2020-07-01 00:00:00","assembly","275"
"2020-07-01 00:00:00","c","2098"
"2020-07-01 00:00:00","c#","7815"
"2020-07-01 00:00:00","c++","5164"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","643"
"2020-07-01 00:00:00","java","10443"
"2020-07-01 00:00:00","javascript","19887"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5938"
"2020-07-01 00:00:00","python","26266"
"2020-07-01 00:00:00","r","4939"
"2020-07-01 00:00:00","ruby","697"
"2020-07-01 00:00:00","swift","2988"
"2020-08-01 00:00:00","assembly","266"
"2020-08-01 00:00:00","c","1896"
"2020-08-01 00:00:00","c#","7070"
"2020-08-01 00:00:00","c++","4780"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","go","709"
"2020-08-01 00:00:00","java","9312"
"2020-08-01 00:00:00","javascript","18052"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4984"
"2020-08-01 00:00:00","python","23047"
"2020-08-01 00:00:00","r","4498"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2679"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2163"
"2020-09-01 00:00:00","c#","6458"
"2020-09-01 00:00:00","c++","3924"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","729"
"2020-09-01 00:00:00","java","8943"
"2020-09-01 00:00:00","javascript","16769"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4780"
"2020-09-01 00:00:00","python","21749"
"2020-09-01 00:00:00","r","4758"
"2020-09-01 00:00:00","ruby","514"
"2020-09-01 00:00:00","swift","2564"
"2020-10-01 00:00:00","assembly","345"
"2020-10-01 00:00:00","c","2381"
"2020-10-01 00:00:00","c#","6198"
"2020-10-01 00:00:00","c++","4329"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","591"
"2020-10-01 00:00:00","java","8942"
"2020-10-01 00:00:00","javascript","16436"
"2020-10-01 00:00:00","perl","171"
"2020-10-01 00:00:00","php","4584"
"2020-10-01 00:00:00","python","22812"
"2020-10-01 00:00:00","r","5069"
"2020-10-01 00:00:00","ruby","493"
"2020-10-01 00:00:00","swift","2321"
"2020-11-01 00:00:00","assembly","375"
"2020-11-01 00:00:00","c","2702"
"2020-11-01 00:00:00","c#","5986"
"2020-11-01 00:00:00","c++","4323"
"2020-11-01 00:00:00","delphi","194"
"2020-11-01 00:00:00","go","529"
"2020-11-01 00:00:00","java","8493"
"2020-11-01 00:00:00","javascript","15532"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4627"
"2020-11-01 00:00:00","python","22205"
"2020-11-01 00:00:00","r","4805"
"2020-11-01 00:00:00","ruby","501"
"2020-11-01 00:00:00","swift","2166"
"2020-12-01 00:00:00","assembly","298"
